,author_code,ebook_link,ebook_title,other_info,other_info.1,other_info.2,other_info.3,other_info.4,other_info.5,author_Name,author_Surname,clean_birth_year,clean_death_year,century,link_txt
0,a8269,/ebooks/18812,Douze ans de séjour dans la Haute-Éthiopie,,,,,,,Abbadie, Arnauld d',1815,,19,http://www.gutenberg.org/cache/epub/18812/pg18812.txt
1,a5182,/ebooks/18092,Germaine,,,,,,,About, Edmond,1828,1885,19,http://www.gutenberg.org/cache/epub/18092/pg18092.txt
2,a5182,/ebooks/22813,Heath's Modern Language Series: La Mère de la Marquise,,,,,,,About, Edmond,1828,1885,19,http://www.gutenberg.org/cache/epub/22813/pg22813.txt
3,a5182,/ebooks/13704,L'homme à l'oreille cassée,,,,,,,About, Edmond,1828,1885,19,http://www.gutenberg.org/cache/epub/13704/pg13704.txt
4,a5182,/ebooks/51709,Le nez d'un notaire,,,,,,,About, Edmond,1828,1885,19,http://www.gutenberg.org/cache/epub/51709/pg51709.txt
5,a39968,/ebooks/39331,"Histoire des salons de Paris (Tome 1/6)
",<br/>,"Tableaux et portraits du grand monde sous Louis XVI, Le Directoire, le Consulat et l'Empire, la Restauration et le règne de Louis-Philippe Ier",,,,,Abrantès, Laure Junot,,1838,,http://www.gutenberg.org/cache/epub/39331/pg39331.txt
6,a39968,/ebooks/41121,"Histoire des salons de Paris (Tome 2/6)
",<br/>,"Tableaux et portraits du grand monde sous Louis XVI, Le Directoire, le Consulat et l'Empire, la Restauration et le règne de Louis-Philippe Ier",,,,,Abrantès, Laure Junot,,1838,,http://www.gutenberg.org/cache/epub/41121/pg41121.txt
7,a39968,/ebooks/42663,"Histoire des salons de Paris (Tome 3/6)
",<br/>,"Tableaux et portraits du grand monde sous Louis XVI, Le Directoire, le Consulat et l'Empire, la Restauration et le règne de Louis-Philippe Ier",,,,,Abrantès, Laure Junot,,1838,,http://www.gutenberg.org/cache/epub/42663/pg42663.txt
8,a39968,/ebooks/44054,"Histoire des salons de Paris (Tome 4/6)
",<br/>,"Tableaux et portraits du grand monde sous Louis XVI, Le Directoire, le Consulat et l'Empire, la Restauration et le règne de Louis-Philippe Ier.",,,,,Abrantès, Laure Junot,,1838,,http://www.gutenberg.org/cache/epub/44054/pg44054.txt
9,a39968,/ebooks/44664,"Histoire des salons de Paris (Tome 5/6)
",<br/>,"Tableaux et portraits du grand monde sous Louis XVI, Le Directoire, le Consulat et l'Empire, la Restauration et le règne de Louis-Philippe Ier",,,,,Abrantès, Laure Junot,,1838,,http://www.gutenberg.org/cache/epub/44664/pg44664.txt
10,a39968,/ebooks/44676,"Histoire des salons de Paris (Tome 6/6)
",<br/>,"Tableaux et portraits du grand monde sous Louis XVI, Le Directoire, le Consulat et l'Empire, la Restauration et le règne de Louis-Philippe Ier",,,,,Abrantès, Laure Junot,,1838,,http://www.gutenberg.org/cache/epub/44676/pg44676.txt
11,a3678,/ebooks/17808,Belle-Rose,,,,,,,Achard, Amédée,1814,1875,19,http://www.gutenberg.org/cache/epub/17808/pg17808.txt
12,a3678,/ebooks/16901,Madame Rose; Pierre de Villerglé,,,,,,,Achard, Amédée,1814,1875,19,http://www.gutenberg.org/cache/epub/16901/pg16901.txt
13,a3678,/ebooks/10774,Récits d'un soldat: Une armée prisonnière; Une campagne devant Paris,,,,,,,Achard, Amédée,1814,1875,19,http://www.gutenberg.org/cache/epub/10774/pg10774.txt
14,a40268,/ebooks/58290,Derniers souvenirs d'un musicien,,,,,,,Adam, Adolphe,1803,1856,19,http://www.gutenberg.org/cache/epub/58290/pg58290.txt
15,a40268,/ebooks/60806,Souvenirs d'un musicien,<br/>,précédés de notes biographiques écrites par lui même,,,,,Adam, Adolphe,1803,1856,19,http://www.gutenberg.org/cache/epub/60806/pg60806.txt
16,a6384,/ebooks/33378,Au soleil de juillet (1829-1830),<br/>,Le temps et la vie,,,,,Adam, Paul,1862,1920,19,http://www.gutenberg.org/cache/epub/33378/pg33378.txt
17,a6384,/ebooks/15943,Le conte futur,,,,,,,Adam, Paul,1862,1920,19,http://www.gutenberg.org/cache/epub/15943/pg15943.txt
18,a6384,/ebooks/27566,"La Force
",<br/>,Le Temps et la Vie,,,,,Adam, Paul,1862,1920,19,http://www.gutenberg.org/cache/epub/27566/pg27566.txt
19,a6384,/ebooks/61418,La glèbe,,,,,,,Adam, Paul,1862,1920,19,http://www.gutenberg.org/cache/epub/61418/pg61418.txt
20,a25755,/ebooks/23211,Curiosités judiciaires et historiques du moyen âge. Procès contre les animaux,,,,,,,Agnel, Émile,1810,1882,19,http://www.gutenberg.org/cache/epub/23211/pg23211.txt
21,a6209,/ebooks/56393,Maurin des Maures,,,,,,,Aicard, Jean,1848,1921,19,http://www.gutenberg.org/cache/epub/56393/pg56393.txt
22,a6209,/ebooks/18627,Notre-Dame-d'Amour,,,,,,,Aicard, Jean,1848,1921,19,http://www.gutenberg.org/cache/epub/18627/pg18627.txt
23,a5146,/ebooks/58084,Cardenio: Scènes de la Vie Mexicaine,,,,,,,Aimard, Gustave,1818,1883,19,http://www.gutenberg.org/cache/epub/58084/pg58084.txt
24,a5146,/ebooks/58069,Les chasseurs mexicains: Scènes de la vie mexicaine,,,,,,,Aimard, Gustave,1818,1883,19,http://www.gutenberg.org/cache/epub/58069/pg58069.txt
25,a5146,/ebooks/36460,Cœur de panthère,,,,,,,Aimard, Gustave,1818,1883,19,http://www.gutenberg.org/cache/epub/36460/pg36460.txt
26,a5146,/ebooks/47903,L'éclaireur,,,,,,,Aimard, Gustave,1818,1883,19,http://www.gutenberg.org/cache/epub/47903/pg47903.txt
27,a5146,/ebooks/21124,Le fils du Soleil (1879),,,,,,,Aimard, Gustave,1818,1883,19,http://www.gutenberg.org/cache/epub/21124/pg21124.txt
28,a5146,/ebooks/43960,Les Forestiers du Michigan,,,,,,,Aimard, Gustave,1818,1883,19,http://www.gutenberg.org/cache/epub/43960/pg43960.txt
29,a5146,/ebooks/44715,Le Guaranis,,,,,,,Aimard, Gustave,1818,1883,19,http://www.gutenberg.org/cache/epub/44715/pg44715.txt
30,a5146,/ebooks/13598,Jim l'indien,,,,,,,Aimard, Gustave,1818,1883,19,http://www.gutenberg.org/cache/epub/13598/pg13598.txt
31,a5146,/ebooks/43923,Le lion du désert: Scènes de la vie indienne dans les prairies,,,,,,,Aimard, Gustave,1818,1883,19,http://www.gutenberg.org/cache/epub/43923/pg43923.txt
32,a5146,/ebooks/51144,Le Montonéro,,,,,,,Aimard, Gustave,1818,1883,19,http://www.gutenberg.org/cache/epub/51144/pg51144.txt
33,a5146,/ebooks/49619,Les nuits mexicaines,,,,,,,Aimard, Gustave,1818,1883,19,http://www.gutenberg.org/cache/epub/49619/pg49619.txt
34,a5146,/ebooks/34648,Les terres d'or,,,,,,,Aimard, Gustave,1818,1883,19,http://www.gutenberg.org/cache/epub/34648/pg34648.txt
35,a33931,/ebooks/29476,"Lettres de Mmes. de Villars, de Coulanges et de La Fayette, de Ninon de L'Enclos et de Mademoiselle Aïssé
",<br/>,"accompagnées de notices bibliographiques, de notes explicatives par Louis-Simon Auger",,,,,Aïssé, C. E. (Charlotte Elisabeth),,1733,,http://www.gutenberg.org/cache/epub/29476/pg29476.txt
36,a1872,/ebooks/5781,Le Grand Meaulnes,,,,,,,Alain-Fournier, 1886-1914,,,,http://www.gutenberg.org/cache/epub/5781/pg5781.txt
37,a44573,/ebooks/48006,"Considérations inactuelles, deuxième série",<br/>,"Schopenhauer éducateur, Richard Wagner à Bayreuth",,,,,Albert, Henri,1869,1921,19,http://www.gutenberg.org/cache/epub/48006/pg48006.txt
38,a49367,/ebooks/57403,The Letters of a Portuguese Nun,,,,,,,Alcoforado, Mariana,1640,1723,17,http://www.gutenberg.org/cache/epub/57403/pg57403.txt
39,a49367,/ebooks/57403,The Letters of a Portuguese Nun,,,,,,,Alcoforado, Mariana,1640,1723,17,http://www.gutenberg.org/cache/epub/57403/pg57403.txt
40,a3808,/ebooks/11040,"Le passage, suivi de Transfiguration (Nouvelle)",,,,,,,Aleramo, Sibilla,1876,1960,20,http://www.gutenberg.org/cache/epub/11040/pg11040.txt
41,a5240,/ebooks/13834,À se tordre: Histoires chatnoiresques,,,,,,,Allais, Alphonse,1854,1905,19,http://www.gutenberg.org/cache/epub/13834/pg13834.txt
42,a5240,/ebooks/18262,Contes humoristiques - Tome I,,,,,,,Allais, Alphonse,1854,1905,19,http://www.gutenberg.org/cache/epub/18262/pg18262.txt
43,a5240,/ebooks/23444,"Deux et deux font cinq (2 + 2 = 5)
",<br/>,oeuvres anthumes,,,,,Allais, Alphonse,1854,1905,19,http://www.gutenberg.org/cache/epub/23444/pg23444.txt
44,a5240,/ebooks/22111,Pour cause de fin de bail,<br/>,OEuvres anthumes,,,,,Allais, Alphonse,1854,1905,19,http://www.gutenberg.org/cache/epub/22111/pg22111.txt
45,a7871,/ebooks/18197,Notes d'une mère: Cours d'éducation maternelle,,,,,,,Alq, Louise d',,,,http://www.gutenberg.org/cache/epub/18197/pg18197.txt
46,a48431,/ebooks/55639,"Les pastorales de Longus, ou Daphnis et Chloé",,,,,,,Amyot, Jacques,1513,1593,16,http://www.gutenberg.org/cache/epub/55639/pg55639.txt
47,a31959,/ebooks/26376,Odes d'Anacréon,<br/>,Traduction littérale et rythmique,,,,,Anacreon,,,,,http://www.gutenberg.org/cache/epub/26376/pg26376.txt
48,a39962,/ebooks/39320,Traité des eunuques,,,,,,,Ancillon, Charles,1659,1715,17,http://www.gutenberg.org/cache/epub/39320/pg39320.txt
49,a2298,/ebooks/18244,"Contes merveilleux, Tome I",,,,,,,Andersen, H. C. (Hans Christian),1805,1875,19,http://www.gutenberg.org/cache/epub/18244/pg18244.txt
50,a2298,/ebooks/18245,"Contes merveilleux, Tome II",,,,,,,Andersen, H. C. (Hans Christian),1805,1875,19,http://www.gutenberg.org/cache/epub/18245/pg18245.txt
51,a31257,/ebooks/25335,"Robert Burns. Vol. 1, La Vie",,,,,,,Angellier, Auguste,1847,1911,19,http://www.gutenberg.org/cache/epub/25335/pg25335.txt
52,a31257,/ebooks/27451,"Robert Burns. Vol. 2, Les Oeuvres",,,,,,,Angellier, Auguste,1847,1911,19,http://www.gutenberg.org/cache/epub/27451/pg27451.txt
53,a50317,/ebooks/59140,Étude sur les maladies éteintes et les maladies nouvelles,<br/>,pour servir à l'histoire des évolutions séculaires de la pathologie,,,,,Anglada, Charles,,,,http://www.gutenberg.org/cache/epub/59140/pg59140.txt
54,a2958,/ebooks/9053,Poésies du troubadour Peire Raimon de Toulouse: Texte et traduction,,,,,,,Anglade, Joseph,1868,1930,19,http://www.gutenberg.org/cache/epub/9053/pg9053.txt
55,a2958,/ebooks/35878,Les Troubadours: Leurs vies — leurs oeuvres — leur influence,,,,,,,Anglade, Joseph,1868,1930,19,http://www.gutenberg.org/cache/epub/35878/pg35878.txt
56,a216,/ebooks/40597,Miniature essays: Igor Stravinsky,,,,,,,Anonymous,,,,,http://www.gutenberg.org/cache/epub/40597/pg40597.txt
57,a216,/ebooks/57719,Les adevineaux amoureux,,,,,,,Anonymous,,,,,http://www.gutenberg.org/cache/epub/57719/pg57719.txt
58,a216,/ebooks/46285,L'ancien Figaro,,,,,,,Anonymous,,,,,http://www.gutenberg.org/cache/epub/46285/pg46285.txt
59,a216,/ebooks/61571,L'anti-moine: nos numerus sumus & fruges consumere natis,,,,,,,Anonymous,,,,,http://www.gutenberg.org/cache/epub/61571/pg61571.txt
60,a216,/ebooks/16388,"Bulletin de Lille, 1915-12
",<br/>,Publié sous le contrôle de l'autorité allemande,,,,,Anonymous,,,,,http://www.gutenberg.org/cache/epub/16388/pg16388.txt
61,a216,/ebooks/15212,"Bulletin de Lille, 1916-01
",<br/>,Publié sous le contrôle de l'autorité allemande,,,,,Anonymous,,,,,http://www.gutenberg.org/cache/epub/15212/pg15212.txt
62,a216,/ebooks/18771,"Bulletin de Lille, 1916-03",<br/>,Publié sous le contrôle de l'autorité allemande,,,,,Anonymous,,,,,http://www.gutenberg.org/cache/epub/18771/pg18771.txt
63,a216,/ebooks/20823,"Bulletin de Lille, 1916.04",<br/>,publié sous le contrôle de l'autorité allemande,,,,,Anonymous,,,,,http://www.gutenberg.org/cache/epub/20823/pg20823.txt
64,a216,/ebooks/20824,"Bulletin de Lille, 1916.05",<br/>,publié sous le contrôle de l'autorité allemande,,,,,Anonymous,,,,,http://www.gutenberg.org/cache/epub/20824/pg20824.txt
65,a216,/ebooks/20825,"Bulletin de Lille, 1916.06",<br/>,publié sous le contrôle de l'autorité allemande,,,,,Anonymous,,,,,http://www.gutenberg.org/cache/epub/20825/pg20825.txt
66,a216,/ebooks/20865,"Bulletin de Lille, 1916.07",<br/>,publié sous le contrôle de l'autorité allemande,,,,,Anonymous,,,,,http://www.gutenberg.org/cache/epub/20865/pg20865.txt
67,a216,/ebooks/26712,"Bulletin de Lille, 1916.08
",<br/>,publié sous le contrôle de l'autorité allemande,,,,,Anonymous,,,,,http://www.gutenberg.org/cache/epub/26712/pg26712.txt
68,a216,/ebooks/33463,Le chat de la mère Michel: Complainte,,,,,,,Anonymous,,,,,http://www.gutenberg.org/cache/epub/33463/pg33463.txt
69,a216,/ebooks/17543,Une Confédération Orientale comme solution de la Question d'Orient (1905),,,,,,,Anonymous,,,,,http://www.gutenberg.org/cache/epub/17543/pg17543.txt
70,a216,/ebooks/20077,Danse macabre,,,,,,,Anonymous,,,,,http://www.gutenberg.org/cache/epub/20077/pg20077.txt
71,a216,/ebooks/24300,"La danse macabre des femmes
",<br/>,toute hystoriee et augmentee de plusieurs personnages et beaux dictz en latin et francoys,,,,,Anonymous,,,,,http://www.gutenberg.org/cache/epub/24300/pg24300.txt
72,a216,/ebooks/24867,Dictionnaire complet de l'argot employé dans les Mystères de Paris,,,,,,,Anonymous,,,,,http://www.gutenberg.org/cache/epub/24867/pg24867.txt
73,a216,/ebooks/13938,"Discours prodigieux et espouventable de trois Espaignols et une Espagnolle,
",<br/>,"Magiciens et sorciers qui se faisoient porter par les diables, de ville en ville, avec leurs déclarations d'avoir fait mourir plusieurs personnes et bestail par leurs sorcillèges, et aussi d'avoir fait plusieurs dégats aux biens de la terre : Ensemble l'arrest prononcé contre eux par la Cour de Parlement de Bourdeaux, le Samedy 10. jour de Mars, 1610",,,,,Anonymous,,,,,http://www.gutenberg.org/cache/epub/13938/pg13938.txt
74,a216,/ebooks/19842,Évangile selon Jean,,,,,,,Anonymous,,,,,http://www.gutenberg.org/cache/epub/19842/pg19842.txt
75,a216,/ebooks/18518,"Fête aérostatique, qui sera célébrée aujourd'hui au champ de Mars; Aréostation: établissement d'une compagnie aéronautique",,,,,,,Anonymous,,,,,http://www.gutenberg.org/cache/epub/18518/pg18518.txt
76,a216,/ebooks/58254,"Histoire de Mlle Brion dite Comtesse de Launay (1754)
",<br/>,"Introduction, Essai bibliographique par Guillaume Apollinaire",,,,,Anonymous,,,,,http://www.gutenberg.org/cache/epub/58254/pg58254.txt
77,a216,/ebooks/11494,"Les joies du pardon
",<br/>,Petites histoires contemporaines pour la consolation des coeurs chrétiens,,,,,Anonymous,,,,,http://www.gutenberg.org/cache/epub/11494/pg11494.txt
78,a216,/ebooks/29251,"Livre d'amours, auquel est relatee la grant amour et façon par laquelle Pamphille peut jouir de Galathee et le moyen qu'en fist la maquerelle",,,,,,,Anonymous,,,,,http://www.gutenberg.org/cache/epub/29251/pg29251.txt
79,a216,/ebooks/19604,"Louis Riel, Martyr du Nord-Ouest",<br/>,"Sa vie, son procès, sa mort",,,,,Anonymous,,,,,http://www.gutenberg.org/cache/epub/19604/pg19604.txt
80,a216,/ebooks/44070,Le ménagier de Paris (v. 1 & 2),,,,,,,Anonymous,,,,,http://www.gutenberg.org/cache/epub/44070/pg44070.txt
81,a216,/ebooks/40597,Miniature essays: Igor Stravinsky,,,,,,,Anonymous,,,,,http://www.gutenberg.org/cache/epub/40597/pg40597.txt
82,a216,/ebooks/30484,Nouveau voyage en France,<br/>,"Conversations familières, instructives et amusantes par un Papa",,,,,Anonymous,,,,,http://www.gutenberg.org/cache/epub/30484/pg30484.txt
83,a216,/ebooks/26456,L'oeuvre des conteurs allemands: mémoires d'une chanteuse allemande,<br/>,traduit pour la première fois en français avec des fragments inédits,,,,,Anonymous,,,,,http://www.gutenberg.org/cache/epub/26456/pg26456.txt
84,a216,/ebooks/24255,"Peines, tortures et supplices",,,,,,,Anonymous,,,,,http://www.gutenberg.org/cache/epub/24255/pg24255.txt
85,a216,/ebooks/19982,"Projet pour la compagnie des transports, postes et messageries",,,,,,,Anonymous,,,,,http://www.gutenberg.org/cache/epub/19982/pg19982.txt
86,a216,/ebooks/27278,"Recueil des exemples de la malice des femmes, et des malheurs venus à leur occasion",,,,,,,Anonymous,,,,,http://www.gutenberg.org/cache/epub/27278/pg27278.txt
87,a216,/ebooks/43734,Relation d'un voyage du Pole Arctique au Pole Antarctique par le centre du monde,,,,,,,Anonymous,,,,,http://www.gutenberg.org/cache/epub/43734/pg43734.txt
88,a216,/ebooks/22388,Le songe doré de la pucelle,,,,,,,Anonymous,,,,,http://www.gutenberg.org/cache/epub/22388/pg22388.txt
89,a216,/ebooks/22830,La terrible et merveilleuse vie de Robert le Diable,,,,,,,Anonymous,,,,,http://www.gutenberg.org/cache/epub/22830/pg22830.txt
90,a35042,/ebooks/31176,"Les Histoires merveilleuses, ou les Petits Peureux corrigés",,,,,,,Antoine, A. (Antoine),1776,1836,19,http://www.gutenberg.org/cache/epub/31176/pg31176.txt
91,a6075,/ebooks/15462,Alcools,,,,,,,Apollinaire, Guillaume,1880,1918,20,http://www.gutenberg.org/cache/epub/15462/pg15462.txt
92,a6075,/ebooks/60199,"Le bestiaire: ou, Cortège d'Orphée",,,,,,,Apollinaire, Guillaume,1880,1918,20,http://www.gutenberg.org/cache/epub/60199/pg60199.txt
93,a6075,/ebooks/55569,Calligrammes: Poèmes de la paix et de la guerre (1913-1916),,,,,,,Apollinaire, Guillaume,1880,1918,20,http://www.gutenberg.org/cache/epub/55569/pg55569.txt
94,a6075,/ebooks/58154,La femme assise,,,,,,,Apollinaire, Guillaume,1880,1918,20,http://www.gutenberg.org/cache/epub/58154/pg58154.txt
95,a6075,/ebooks/55533,Le flâneur des deux rives,,,,,,,Apollinaire, Guillaume,1880,1918,20,http://www.gutenberg.org/cache/epub/55533/pg55533.txt
96,a6075,/ebooks/22356,L'hérésiarque et Cie,,,,,,,Apollinaire, Guillaume,1880,1918,20,http://www.gutenberg.org/cache/epub/22356/pg22356.txt
97,a6075,/ebooks/58254,"Histoire de Mlle Brion dite Comtesse de Launay (1754)
",<br/>,"Introduction, Essai bibliographique par Guillaume Apollinaire",,,,,Apollinaire, Guillaume,1880,1918,20,http://www.gutenberg.org/cache/epub/58254/pg58254.txt
98,a6075,/ebooks/61091,"L'oeuvre de John Cleland: Mémoires de Fanny Hill, femme de plaisir",<br/>,"Introduction, essai bibliographique par Guillaume Apollinaire",,,,,Apollinaire, Guillaume,1880,1918,20,http://www.gutenberg.org/cache/epub/61091/pg61091.txt
99,a6075,/ebooks/26456,L'oeuvre des conteurs allemands: mémoires d'une chanteuse allemande,<br/>,traduit pour la première fois en français avec des fragments inédits,,,,,Apollinaire, Guillaume,1880,1918,20,http://www.gutenberg.org/cache/epub/26456/pg26456.txt
100,a6075,/ebooks/44181,L'oeuvre du comte de Mirabeau,,,,,,,Apollinaire, Guillaume,1880,1918,20,http://www.gutenberg.org/cache/epub/44181/pg44181.txt
101,a6075,/ebooks/43822,"L'oeuvre du divin Arétin, deuxième partie",<br/>,Essai de bibliographie arétinesque par Guillaume Apollinaire,,,,,Apollinaire, Guillaume,1880,1918,20,http://www.gutenberg.org/cache/epub/43822/pg43822.txt
102,a6075,/ebooks/43823,"L'oeuvre du divin Arétin, première partie
",<br/>,Introduction et notes par Guillaume Apollinaire,,,,,Apollinaire, Guillaume,1880,1918,20,http://www.gutenberg.org/cache/epub/43823/pg43823.txt
103,a6075,/ebooks/61565,L'Oeuvre Poètique de Charles Baudelaire: Les Fleurs du Mal,,,,,,,Apollinaire, Guillaume,1880,1918,20,http://www.gutenberg.org/cache/epub/61565/pg61565.txt
104,a6075,/ebooks/55638,Les Peintres Cubistes: [Méditations Esthétiques],,,,,,,Apollinaire, Guillaume,1880,1918,20,http://www.gutenberg.org/cache/epub/55638/pg55638.txt
105,a6075,/ebooks/56645,Le poète assassiné,,,,,,,Apollinaire, Guillaume,1880,1918,20,http://www.gutenberg.org/cache/epub/56645/pg56645.txt
106,a6075,/ebooks/22971,"Les trois Don Juan
",<br/>,"Don Juan Tenorio d'Espagne, Don Juan de Maraña des Flandres, Don Juan d'Angleterre",,,,,Apollinaire, Guillaume,1880,1918,20,http://www.gutenberg.org/cache/epub/22971/pg22971.txt
107,a43578,/ebooks/46022,"Le livre de tous les ménages
",<br/>,ou l'art de conserver pendant plusieurs années toutes les substances animales et végétales,,,,,Appert, Nicolas,1749,1841,18,http://www.gutenberg.org/cache/epub/46022/pg46022.txt
108,a48430,/ebooks/56801,"Anicet; ou, le panorama",,,,,,,Aragon, 1897-1982,,,,http://www.gutenberg.org/cache/epub/56801/pg56801.txt
109,a48430,/ebooks/55637,Les aventures de Télémaque,,,,,,,Aragon, 1897-1982,,,,http://www.gutenberg.org/cache/epub/55637/pg55637.txt
110,a48430,/ebooks/55733,Feu de joie,,,,,,,Aragon, 1897-1982,,,,http://www.gutenberg.org/cache/epub/55733/pg55733.txt
111,a46057,/ebooks/50718,Le cycle mythologique irlandais et la mythologie celtique,<br/>,"Cours de littérature celtique, tome II",,,,,Arbois de Jubainville, H. d' (Henry),1827,1910,19,http://www.gutenberg.org/cache/epub/50718/pg50718.txt
112,a34968,/ebooks/31032,Le chemin qui descend,,,,,,,Ardel, Henri,1863,1938,19,http://www.gutenberg.org/cache/epub/31032/pg31032.txt
113,a39763,/ebooks/43767,La Chèvre d'Or,,,,,,,Arène, Paul,1843,1896,19,http://www.gutenberg.org/cache/epub/43767/pg43767.txt
114,a39763,/ebooks/38996,Dix contes modernes des meilleurs auteurs du jour,,,,,,,Arène, Paul,1843,1896,19,http://www.gutenberg.org/cache/epub/38996/pg38996.txt
115,a39763,/ebooks/60680,La gueuse parfumée: Récits provençaux,,,,,,,Arène, Paul,1843,1896,19,http://www.gutenberg.org/cache/epub/60680/pg60680.txt
116,a42426,/ebooks/43822,"L'oeuvre du divin Arétin, deuxième partie",<br/>,Essai de bibliographie arétinesque par Guillaume Apollinaire,,,,,Aretino, Pietro,1492,1556,16,http://www.gutenberg.org/cache/epub/43822/pg43822.txt
117,a42426,/ebooks/43823,"L'oeuvre du divin Arétin, première partie
",<br/>,Introduction et notes par Guillaume Apollinaire,,,,,Aretino, Pietro,1492,1556,16,http://www.gutenberg.org/cache/epub/43823/pg43823.txt
118,a965,/ebooks/19075,"Aristophane; Traduction nouvelle, tome premier",,,,,,,Aristophanes, 446? BC-385? BC,,,,http://www.gutenberg.org/cache/epub/19075/pg19075.txt
119,a965,/ebooks/20664,"Aristophane; Traduction nouvelle, tome second",,,,,,,Aristophanes, 446? BC-385? BC,,,,http://www.gutenberg.org/cache/epub/20664/pg20664.txt
120,a25461,/ebooks/22633,"Souvenirs d'un sexagénaire, Tome I",,,,,,,Arnault, A.-V. (Antoine-Vincent),1766,1834,18,http://www.gutenberg.org/cache/epub/22633/pg22633.txt
121,a25461,/ebooks/23953,"Souvenirs d'un sexagénaire, Tome II",,,,,,,Arnault, A.-V. (Antoine-Vincent),1766,1834,18,http://www.gutenberg.org/cache/epub/23953/pg23953.txt
122,a25461,/ebooks/24383,"Souvenirs d'un sexagénaire, Tome III",,,,,,,Arnault, A.-V. (Antoine-Vincent),1766,1834,18,http://www.gutenberg.org/cache/epub/24383/pg24383.txt
123,a25461,/ebooks/24549,"Souvenirs d'un sexagénaire, Tome IV",,,,,,,Arnault, A.-V. (Antoine-Vincent),1766,1834,18,http://www.gutenberg.org/cache/epub/24549/pg24549.txt
124,a35328,/ebooks/31559,"Dictionnaire historique universel
",<br/>,contenant les Chronologies de tous les Peuples depuis l'antiquité la plus reculée jusqu'à nos jours,,,,,Arnault, Robert,,,,http://www.gutenberg.org/cache/epub/31559/pg31559.txt
125,a44293,/ebooks/38974,"Arnoldiana, ou Sophie Arnould et ses contemporaines;
",<br/>,"recueil choisi d'Anecdotes piquantes, de Réparties et de bons Mots de Mlle Arnould précédé d'une notice sur sa vie précédé d'une Notice sur sa Vie et sur l'Académie impériale de Musique.",,,,,Arnould, Sophie,1740,1802,18,http://www.gutenberg.org/cache/epub/38974/pg38974.txt
126,a48137,/ebooks/53279,"Collection complète des oeuvres de l'Abbé de Mably, Volume 1 (of 15)",,,,,,,Arnoux, Guillaume,,,,http://www.gutenberg.org/cache/epub/53279/pg53279.txt
127,a48137,/ebooks/53497,"Collection complète des oeuvres de l'Abbé de Mably, Volume 2 (of 15)",,,,,,,Arnoux, Guillaume,,,,http://www.gutenberg.org/cache/epub/53497/pg53497.txt
128,a48137,/ebooks/53640,"Collection complète des oeuvres de l'Abbé de Mably, Volume 3 (of 15)",,,,,,,Arnoux, Guillaume,,,,http://www.gutenberg.org/cache/epub/53640/pg53640.txt
129,a48137,/ebooks/54311,"Collection complète des oeuvres de l'Abbé de Mably, Volume 4 (of 15)",,,,,,,Arnoux, Guillaume,,,,http://www.gutenberg.org/cache/epub/54311/pg54311.txt
130,a48500,/ebooks/55766,Vingt-cinq poèmes,,,,,,,Arp, Jean,1887,1966,20,http://www.gutenberg.org/cache/epub/55766/pg55766.txt
131,a47465,/ebooks/53634,"Les Bourbons bibliophiles, Rois & Princes, Reines & Princesses",,,,,,,Asse, Eugène,1830,1901,19,http://www.gutenberg.org/cache/epub/53634/pg53634.txt
132,a36393,/ebooks/33414,Le roman bourgeois: Ouvrage comique,,,,,,,Asselineau, Charles,1820,1874,19,http://www.gutenberg.org/cache/epub/33414/pg33414.txt
133,a33444,/ebooks/28602,Ceci n'est pas un conte,,,,,,,Assézat, Jules,1832,1876,19,http://www.gutenberg.org/cache/epub/28602/pg28602.txt
134,a33444,/ebooks/28603,Les deux amis de Bourbonne,,,,,,,Assézat, Jules,1832,1876,19,http://www.gutenberg.org/cache/epub/28603/pg28603.txt
135,a33444,/ebooks/28604,Entretien d'un père avec ses enfants,,,,,,,Assézat, Jules,1832,1876,19,http://www.gutenberg.org/cache/epub/28604/pg28604.txt
136,a33444,/ebooks/39976,Jacques le fataliste et son maître,,,,,,,Assézat, Jules,1832,1876,19,http://www.gutenberg.org/cache/epub/39976/pg39976.txt
137,a33444,/ebooks/28605,L'oiseau blanc: conte bleu,,,,,,,Assézat, Jules,1832,1876,19,http://www.gutenberg.org/cache/epub/28605/pg28605.txt
138,a33444,/ebooks/28827,La religieuse,,,,,,,Assézat, Jules,1832,1876,19,http://www.gutenberg.org/cache/epub/28827/pg28827.txt
139,a6905,/ebooks/17335,"Aventures merveilleuses mais authentiques du capitaine Corcoran, Deuxième partie",,,,,,,Assollant, Alfred,1827,1886,19,http://www.gutenberg.org/cache/epub/17335/pg17335.txt
140,a6905,/ebooks/16743,"Aventures merveilleuses mais authentiques du capitaine Corcoran, Première Partie",,,,,,,Assollant, Alfred,1827,1886,19,http://www.gutenberg.org/cache/epub/16743/pg16743.txt
141,a6905,/ebooks/18583,Brancas; Les amours de Quaterquem,,,,,,,Assollant, Alfred,1827,1886,19,http://www.gutenberg.org/cache/epub/18583/pg18583.txt
142,a6905,/ebooks/27844,La chasse aux lions,,,,,,,Assollant, Alfred,1827,1886,19,http://www.gutenberg.org/cache/epub/27844/pg27844.txt
143,a6905,/ebooks/16874,Claude et Juliette,,,,,,,Assollant, Alfred,1827,1886,19,http://www.gutenberg.org/cache/epub/16874/pg16874.txt
